,symbol,name,reportDate,fiscalDateEnding,estimate,currency
179,AMTY,AMTY,2023-11-29,2023-09-30,0,USD
1648,GUKYF,GUKYF,2023-11-29,2023-09-30,0,USD
1647,GTVH,GTVH,2023-11-29,2023-09-30,0,USD
2664,OPT,Opthea Ltd,2023-11-29,2023-09-30,0,AUD
2286,MGAM,Mobile Global Esports Inc,2023-11-29,2023-09-30,-0.06,USD
2289,MGROF,MGROF,2023-11-29,2023-09-30,-0.01,CAD
854,CNTMF,CNTMF,2023-11-29,2023-09-30,0.01,USD
3391,SWGAY,SWGAY,2023-11-29,2023-09-30,0,CHF
859,CNVVY,CNVVY,2023-11-29,2023-09-30,0,USD
186,ANFIF,ANFIF,2023-11-29,2023-09-30,0,USD
1629,GRRR,Gorilla Technology Group Inc,2023-11-29,2023-09-30,-0.0633,USD
1914,ISPR,Ispire Technology Inc,2023-11-29,2023-09-30,0,USD
3807,WDBG,WDBG,2023-11-29,2023-09-30,0,USD
1992,KASHF,KASHF,2023-11-29,2023-09-30,,USD
1908,IRME,IRME,2023-11-29,2023-09-30,-0.02,USD
1729,HMGN,HMGN,2023-11-29,2023-09-30,0,USD
815,CMFO,CMFO,2023-11-29,2023-09-30,0,USD
3270,SNPS,Synopsys Inc,2023-11-29,2023-10-31,3.04,USD
1726,HLWD,HLWD,2023-11-29,2023-09-30,0,USD
3271,SNPX,Synaptogenix Inc,2023-11-29,2023-09-30,-0.37,USD
2184,LUCY,Innovative Eyewear Inc,2023-11-29,2023-09-30,-0.14,USD
3385,SVFD,Save Foods Inc,2023-11-29,2023-09-30,0,USD
1711,HILS,HILS,2023-11-29,2023-09-30,-0.05,USD
2166,LQR,LQR House Inc,2023-11-29,2023-09-30,-0.04,USD
156,AMBA,Ambarella Inc,2023-11-29,2023-10-31,-0.39,USD
2203,LZM,Lifezone Metals Ltd,2023-11-29,2023-09-30,-0.1238,USD
3169,SGMT,Sagimet Biosciences Inc - Class A,2023-11-29,2023-09-30,-0.99,USD
3164,SGHIY,SGHIY,2023-11-29,2023-09-30,0,HKD
3815,WEJOQ,WEJOQ,2023-11-29,2023-09-30,-0.11,USD
1696,HESG,HESG,2023-11-29,2023-09-30,0,USD
3814,WEJOF,WEJOF,2023-11-29,2023-09-30,-0.11,USD
3813,WEJO,WEJO,2023-11-29,2023-09-30,-0.11,USD
1690,HENC,HENC,2023-11-29,2023-09-30,0,USD
2202,LZB,La-Z-Boy Inc,2023-11-29,2023-10-31,0.62,USD
598,BTAX,BTAX,2023-11-29,2023-09-30,0,USD
2872,PRTC,PureTech Health Plc,2023-11-29,2023-09-30,0,USD
1055,DECN,DECN,2023-11-29,2023-09-30,0,USD
1056,DEER,DEER,2023-11-29,2023-09-30,0,USD
1268,EQOSQ,EQOSQ,2023-11-29,2023-09-30,0,USD
385,BAESY,BAESY,2023-11-29,2023-09-30,0,GBP
1167,EBET,EBET,2023-11-29,2023-09-30,-0.26,USD
1047,DCSX,Direct Communication Solutions Inc,2023-11-29,2023-09-30,,USD
1048,DCSXD,DCSXD,2023-11-29,2023-09-30,,USD
1147,DWAY,DWAY,2023-11-29,2023-09-30,0,USD
1281,ESPGY,ESPGY,2023-11-29,2023-09-30,0,HKD
1148,DWOG,DWOG,2023-11-29,2023-09-30,0,USD
1238,ENCR,ENCR,2023-11-29,2023-09-30,0,USD
480,BIOIF,BIOIF,2023-11-29,2023-09-30,,CAD
2937,QYOUF,QYOUF,2023-11-29,2023-09-30,,CAD
2856,PRGNF,PRGNF,2023-11-29,2023-09-30,0,USD
1059,DEO,Diageo plc,2023-11-29,2023-09-30,0,GBP
1040,DCFC,Tritium DCFC Ltd,2023-11-29,2023-09-30,-0.13,USD
1235,EMWPF,EMWPF,2023-11-29,2023-09-30,0.06,USD
2883,PSTG,Pure Storage Inc - Class A,2023-11-29,2023-10-31,0.4,USD
2733,PCLI,PCLI,2023-11-29,2023-09-30,0,USD
1036,DBI,Designer Brands Inc - Class A,2023-11-29,2023-10-31,0.47,USD
1156,DYLLF,DYLLF,2023-11-29,2023-09-30,0,AUD
1303,EVIO,EVIO,2023-11-29,2023-09-30,0,USD
1089,DLTH,Duluth Holdings Inc - Class B,2023-11-29,2023-10-31,-0.26,USD
1091,DLTR,Dollar Tree Inc,2023-11-29,2023-10-31,1.01,USD
2954,RBZHF,RBZHF,2023-11-29,2023-09-30,0,USD
2854,PRED,PRED,2023-11-29,2023-09-30,0,USD
2784,PHRX,PHRX,2023-11-29,2023-09-30,0,USD
3553,TRNFQ,TRNFQ,2023-11-29,2023-09-30,0,USD
515,BLTE,Belite Bio Inc,2023-11-29,2023-09-30,-0.32,USD
2746,PDMI,PDMI,2023-11-29,2023-09-30,0,USD
3555,TRNR,Interactive Strength Inc,2023-11-29,2023-09-30,0,USD
2868,PRRYD,PRRYD,2023-11-29,2023-09-30,0,USD
1043,DCI,Donaldson Co. Inc,2023-11-29,2023-10-31,0.72,USD
1290,ETRUF,ETRUF,2023-11-29,2023-09-30,,CAD
1309,EXCOF,EXCOF,2023-11-29,2023-09-30,,USD
2904,PVH,PVH Corp,2023-11-29,2023-08-31,2.73,USD
2755,PENMF,PENMF,2023-11-29,2023-09-30,0,USD
2834,POFCF,POFCF,2023-11-29,2023-09-30,0,USD
2741,PDCO,Patterson Companies Inc,2023-11-29,2023-10-31,0.58,USD
1118,DROP,DROP,2023-11-29,2023-09-30,0,USD
3563,TRUFF,TRUFF,2023-11-29,2023-09-30,,CAD
1188,EEIQ,EpicQuest Education Group International Ltd,2023-11-29,2023-09-30,0,USD
2710,PANXF,PANXF,2023-11-29,2023-09-30,,CAD
1176,ECORF,ECORF,2023-11-29,2023-09-30,,CAD
2867,PRRY,PRRY,2023-11-29,2023-09-30,0,USD
1254,ENX,Eaton Vance New York Municipal Bond Fund,2023-11-29,2023-09-30,0,USD
1058,DELL,Dell Technologies Inc - Class C,2023-11-30,2023-10-31,1.46,USD
2711,PATH,UiPath Inc - Class A,2023-11-30,2023-10-31,0.07,USD
972,CULP,Culp Inc,2023-11-30,2023-08-31,-0.2,USD
547,BORR,Borr Drilling Ltd,2023-11-30,2023-09-30,0.0763,USD
806,CM,Canadian Imperial Bank Of Commerce,2023-11-30,2023-10-31,1.15,CAD
548,BOSC,B.O.S. Better Online Solutions,2023-11-30,2023-09-30,,USD
2557,NTRB,Nutriband Inc,2023-11-30,2023-10-31,-0.06,USD
3012,RKMSF,RKMSF,2023-11-30,2023-09-30,,CAD
3504,TLYS,Tillys Inc - Class A,2023-11-30,2023-08-31,-0.07,USD
1401,FLNG,Flex Lng Ltd,2023-11-30,2023-09-30,0.6561,USD
834,CNBX,CNBX,2023-11-30,2023-08-31,,USD
1446,FRD,Friedman Industries Inc,2023-11-30,2023-09-30,,USD
856,CNTX,Context Therapeutics Inc,2023-11-30,2023-09-30,-0.31,USD
771,CIBY,CIBY,2023-11-30,2023-09-30,,USD
906,CRM,Salesforce Inc,2023-11-30,2023-10-31,2.06,USD
3047,RROYF,RROYF,2023-11-30,2023-09-30,,CAD
1517,GDDFF,GDDFF,2023-11-30,2023-08-31,,CAD
1527,GEBHY,GEBHY,2023-11-30,2023-09-30,0.0856,MYR
2382,MRVL,Marvell Technology Inc,2023-11-30,2023-10-31,0.4,USD
3075,RY,Royal Bank Of Canada,2023-11-30,2023-10-31,1.9,CAD
1982,JRJCY,JRJCY,2023-11-30,2023-09-30,0,USD
3053,RSGUF,RSGUF,2023-11-30,2023-09-30,,USD
2330,MLVF,MLVF,2023-11-30,2023-09-30,0.24,USD
1984,JT,Jianpu Technology Inc,2023-11-30,2023-09-30,,CNY
3647,ULTA,Ulta Beauty Inc,2023-11-30,2023-10-31,4.99,USD
3335,SSII,SSII,2023-11-30,2023-09-30,,USD
1885,IOT,Samsara Inc - Class A,2023-11-30,2023-10-31,0.01,USD
1106,DOOO,BRP Inc,2023-11-30,2023-10-31,2.24,CAD
3100,SASBQ,SASBQ,2023-11-30,2023-10-31,0,SEK
2019,KIRK,Kirkland`s Inc,2023-11-30,2023-10-31,-0.53,USD
3695,VCON,VCON,2023-11-30,2023-09-30,0,USD
3494,TKLS,TKLS,2023-11-30,2023-09-30,,USD
2447,NCNO,Ncino Inc,2023-11-30,2023-10-31,0.1098,USD
1019,CYTO,Altamira Therapeutics Ltd,2023-11-30,2023-09-30,,CHF
1601,GOGL,Golden Ocean Group Ltd,2023-11-30,2023-09-30,0.06,USD
519,BMO,Bank of Montreal,2023-12-01,2023-10-31,2.15,CAD
1513,GCO,Genesco Inc,2023-12-01,2023-10-31,0.82,USD
2822,PNBK,Patriot National Bancorp Inc,2023-12-01,2023-09-30,,USD
3324,SRL,Scully Royalty Ltd,2023-12-01,2023-09-30,,CAD
1228,EMITF,EMITF,2023-12-01,2023-09-30,0,ILS
2554,NTIOF,NTIOF,2023-12-01,2023-10-31,1.69,CAD
1906,IRLTY,IRLTY,2023-12-01,2023-09-30,0,EUR
3152,SEVCQ,SEVCQ,2023-12-02,2023-09-30,,EUR
103,AHG,Akso Health Group,2023-12-03,2023-09-30,,USD
871,CONN,Conns Inc,2023-12-04,2023-10-31,-1.46,USD
842,CNM,Core & Main Inc Class A,2023-12-04,2023-09-30,0.66,USD
1715,HIRRF,HIRRF,2023-12-04,2023-09-30,,USD
1193,EFLVD,EFLVD,2023-12-04,2023-09-30,,USD
1194,EFLVF,EFLVF,2023-12-04,2023-09-30,,USD
1223,ELVA,Electrovaya Inc,2023-12-04,2023-09-30,,USD
400,BBBMF,BBBMF,2023-12-04,2023-11-30,,CAD
394,BASE,Couchbase Inc,2023-12-04,2023-10-31,-0.18,USD
3046,RROTF,RROTF,2023-12-04,2023-10-31,,CAD
1656,GWRE,Guidewire Software Inc,2023-12-04,2023-10-31,-0.19,USD
2712,PATI,Patriot Transportation Holding Inc,2023-12-04,2023-09-30,,USD
3091,SAIC,Science Applications International Corp,2023-12-04,2023-10-31,1.68,USD
1645,GTLB,Gitlab Inc - Class A,2023-12-04,2023-10-31,-0.01,USD
3708,VERU,Veru Inc,2023-12-04,2023-09-30,-0.23,USD
2806,PLAY,Dave & Buster`s Entertainment Inc,2023-12-04,2023-10-31,-0.12,USD
936,CSPI,CSP Inc,2023-12-04,2023-09-30,,USD
1692,HEPS,D-MARKET Electronic Services & Trading,2023-12-04,2023-09-30,,TRY
513,BLOZF,BLOZF,2023-12-04,2023-10-31,,CAD
3157,SFIX,Stitch Fix Inc - Class A,2023-12-04,2023-10-31,-0.25,USD
3811,WEBC,WEBC,2023-12-04,2023-10-31,,USD
3390,SWBI,Smith & Wesson Brands Inc,2023-12-04,2023-10-31,0.14,USD
2253,MDB,MongoDB Inc - Class A,2023-12-04,2023-10-31,0.51,USD
3730,VLGEA,Village Super Market Inc - Class A,2023-12-04,2023-10-31,,USD
7,AAIRF,AAIRF,2023-12-04,2023-09-30,,CAD
3215,SKIL,Skillsoft Corp - Class A,2023-12-04,2023-09-30,-4.25,USD
2841,POWL,Powell Industries Inc,2023-12-04,2023-09-30,1.2,USD
1935,IWINF,IWINF,2023-12-04,2023-09-30,-0.18,USD
3528,TOL,Toll Brothers Inc,2023-12-04,2023-10-31,3.71,USD
1812,IESC,IES Holdings Inc,2023-12-04,2023-09-30,,USD
2051,KRKR,36Kr Holdings Inc,2023-12-04,2023-09-30,,CNY
1808,IDT,IDT Corp - Class B,2023-12-04,2023-10-31,,USD
3904,XTRAF,XTRAF,2023-12-04,2023-10-31,,CAD
366,AZ,A2Z Smart Technologies Corp,2023-12-04,2023-09-30,-0.2,USD
330,AVAV,AeroVironment Inc,2023-12-04,2023-10-31,0.6,USD
531,BNED,Barnes & Noble Education Inc,2023-12-04,2023-10-31,0.43,USD
996,CVVUF,CVVUF,2023-12-04,2023-10-31,,CAD
1006,CXM,Sprinklr Inc Class A,2023-12-04,2023-09-30,0.07,USD
2850,PPIH,Perma-Pipe International Holdings Inc,2023-12-04,2023-10-31,,USD
3958,ZUO,Zuora Inc - Class A,2023-12-04,2023-10-31,0.05,USD
6,AAIRD,AAIRD,2023-12-04,2023-09-30,,CAD
711,CDMO,Avid Bioservices Inc,2023-12-04,2023-10-31,-0.06,USD
1753,HQY,Healthequity Inc,2023-12-04,2023-10-31,0.5,USD
131,ALCO,Alico Inc,2023-12-04,2023-09-30,-0.34,USD
3376,SUMO,SUMO,2023-12-04,2023-10-31,,USD
1962,JILL,J.Jill Inc,2023-12-04,2023-10-31,0.62,USD
664,CASY,Casey`s General Stores Inc,2023-12-04,2023-10-31,3.49,USD
3085,S,SentinelOne Inc - Class A,2023-12-05,2023-10-31,-0.08,USD
2057,KSPN,KSPN,2023-12-05,2023-11-30,-0.79,USD
884,CPB,Campbell Soup Company,2023-12-05,2023-10-31,0.88,USD
2783,PHR,Phreesia Inc,2023-12-05,2023-10-31,-0.36,USD
2635,OLLI,Ollies Bargain Outlet Holdings Inc,2023-12-05,2023-10-31,0.44,USD
277,ASO,Academy Sports and Outdoors Inc,2023-12-05,2023-10-31,1.64,USD
54,ADFJF,ADFJF,2023-12-05,2023-10-31,,CAD
372,AZO,Autozone Inc,2023-12-05,2023-11-30,31.18,USD
1360,FERG,Ferguson Plc.,2023-12-05,2023-10-31,2.62,USD
3925,YQ,17 Education & Technology Group Inc,2023-12-05,2023-09-30,,CNY
3477,THO,Thor Industries Inc,2023-12-05,2023-10-31,1.09,USD
2009,KEQU,Kewaunee Scientific Corporation,2023-12-05,2023-10-31,,USD
2432,NAPA,Duckhorn Portfolio Inc (The),2023-12-05,2023-10-31,0.16,USD
3760,VRNT,Verint Systems Inc,2023-12-05,2023-10-31,0.58,USD
3173,SGU,Star Group L.P.,2023-12-05,2023-09-30,,USD
144,ALOT,AstroNova Inc,2023-12-05,2023-10-31,0.12,USD
274,ASHTY,ASHTY,2023-12-05,2023-10-31,5.2,GBP
3210,SJM,J.M. Smucker Company,2023-12-05,2023-10-31,2.48,USD
3693,VBNK,VILLAGE BANCORP INC,2023-12-05,2023-10-31,0.28,CAD
262,ASAN,Asana Inc - Class A,2023-12-05,2023-10-31,-0.11,USD
1736,HNNA,Hennessy Advisors Inc,2023-12-05,2023-09-30,,USD
973,CULP,Culp Inc,2023-12-05,2023-11-30,-0.22,USD
1530,GEF,Greif Inc - Class A,2023-12-05,2023-10-31,1.29,USD
1125,DSGX,Descartes Systems Group Inc,2023-12-05,2023-10-31,0.3376,USD
3185,SHVLF,SHVLF,2023-12-05,2023-10-31,,CAD
1179,ECRO,ECRO,2023-12-05,2023-09-30,0,USD
106,AI,C3.ai Inc - Class A,2023-12-05,2023-10-31,-0.18,USD
3653,UNFI,United Natural Foods Inc,2023-12-05,2023-10-31,-0.21,USD
98,AGX,Argan Inc,2023-12-05,2023-10-31,0.88,USD
3070,RVSN,Rail Vision Ltd,2023-12-05,2023-09-30,-0.16,ILS
909,CRMT,Americas Car Mart Inc,2023-12-05,2023-10-31,0.78,USD
599,BTBT,Bit Digital Inc,2023-12-05,2023-09-30,-0.06,USD
3311,SPWH,Sportsman`s Warehouse Holdings Inc,2023-12-05,2023-10-31,-0.16,USD
552,BOX,Box Inc - Class A,2023-12-05,2023-10-31,0.38,USD
3194,SIG,Signet Jewelers Ltd,2023-12-05,2023-10-31,0.19,USD
2697,OXM,Oxford Industries Inc,2023-12-05,2023-11-30,0.97,USD
3902,XTLB,X.T.L. Biopharmaceuticals Ltd,2023-12-05,2023-09-30,0,USD
1586,GME,Gamestop Corporation - Class A,2023-12-05,2023-10-31,-0.08,USD
1531,GEF-B,Greif Inc - Class B,2023-12-06,2023-10-31,1.29,USD
2361,MOMO,Hello Group Inc,2023-12-06,2023-09-30,0.34,CNY
3756,VRA,Vera Bradley Inc,2023-12-06,2023-11-30,0.09,USD
3280,SOFO,Sonic Foundry Inc,2023-12-06,2023-09-30,-0.39,USD
452,BF-A,Brown-Forman Corp - Class A,2023-12-06,2023-10-31,0.5103,USD
1588,GMS,GMS Inc,2023-12-06,2023-10-31,2.26,USD
2185,LULU,Lululemon Athletica Inc,2023-12-06,2023-10-31,2.28,USD
3838,WLY,John Wiley & Sons Inc - Class A,2023-12-06,2023-10-31,0.56,USD
1739,HOFT,Hooker Furnishings Corporation,2023-12-06,2023-10-31,0.25,USD
828,CMTL,Comtech Telecommunications Corp,2023-12-06,2023-10-31,0.26,USD
1747,HOV,Hovnanian Enterprises Inc - Class A,2023-12-06,2023-10-31,,USD
164,AMEN,AMEN,2023-12-06,2023-09-30,,USD
107,AIAGY,AIAGY,2023-12-06,2023-09-30,0.0528,EUR
2096,LEE,Lee Enterprises Inc,2023-12-06,2023-09-30,1.4,USD
1083,DLHC,DLH Holdings Corp,2023-12-06,2023-09-30,0.13,USD
3803,WBEVQ,WBEVQ,2023-12-06,2023-09-30,-0.21,USD
1802,ICPBF,ICPBF,2023-12-06,2023-10-31,,CAD
1803,ICPBQ,ICPBQ,2023-12-06,2023-09-30,,CAD
1804,ICPBQ,ICPBQ,2023-12-06,2023-10-31,,CAD
2074,LAKE,Lakeland Industries Inc,2023-12-06,2023-10-31,0.27,USD
1828,IH,iHuman Inc,2023-12-06,2023-09-30,,CNY
765,CHWY,Chewy Inc - Class A,2023-12-06,2023-10-31,-0.06,USD
2309,MJDLF,MJDLF,2023-12-06,2023-10-31,,CAD
1103,DOCU,DocuSign Inc,2023-12-06,2023-10-31,0.63,USD
1105,DOMO,Domo Inc - Class B,2023-12-06,2023-10-31,-0.12,USD
2015,KFY,Korn Ferry,2023-12-06,2023-10-31,0.95,USD
453,BF-B,Brown-Forman Corp - Class B,2023-12-06,2023-10-31,0.51,USD
3944,ZFOX,ZeroFox Holdings Inc,2023-12-06,2023-10-31,-0.07,USD
1990,KALV,KalVista Pharmaceuticals Inc,2023-12-06,2023-10-31,-0.79,USD
3274,SNTG,Sentage Holdings Inc,2023-12-06,2023-09-30,,USD
3839,WLYB,John Wiley & Sons Inc - Class B,2023-12-06,2023-10-31,0.36,USD
1315,EXPR,Express Inc,2023-12-06,2023-10-31,-7.18,USD
2519,NNWWF,NNWWF,2023-12-06,2023-10-31,,CAD
1392,FIZZ,National Beverage Corp,2023-12-06,2023-10-31,0.47,USD
2999,RH,RH - Class A,2023-12-06,2023-11-30,0.97,USD
1002,CWSFF,CWSFF,2023-12-06,2023-10-31,,CAD
3009,RJDG,RJDG,2023-12-06,2023-11-30,,USD
1306,EVTZF,EVTZF,2023-12-06,2023-10-31,,CAD
968,CUAUF,CUAUF,2023-12-06,2023-11-30,,CAD
953,CTKYY,CTKYY,2023-12-06,2023-09-30,0.78,USD
2405,MTN,Vail Resorts Inc,2023-12-06,2023-10-31,-4.52,USD
336,AVGO,Broadcom Inc,2023-12-06,2023-10-31,11,USD
2169,LRCDF,LRCDF,2023-12-07,2023-10-31,,USD
873,COO,Cooper Companies Inc,2023-12-07,2023-10-31,3.48,USD
2977,RENT,Rent the Runway Inc - Class A,2023-12-07,2023-10-31,-0.44,USD
1062,DG,Dollar General Corp,2023-12-07,2023-10-31,1.19,USD
1137,DTLIF,DTLIF,2023-12-07,2023-10-31,,USD
3245,SMAR,Smartsheet Inc - Class A,2023-12-07,2023-10-31,0.09,USD
2164,LQDT,Liquidity Services Inc,2023-12-07,2023-09-30,0.24,USD
676,CBKCQ,CBKCQ,2023-12-07,2023-10-31,0,USD
772,CIEN,CIENA Corp,2023-12-07,2023-10-31,0.69,USD
1375,FGPR,FGPR,2023-12-07,2023-10-31,,USD
3700,VCUFF,VCUFF,2023-12-07,2023-10-31,,CAD
1265,EQGPF,EQGPF,2023-12-07,2023-09-30,,CAD
1977,JOUT,Johnson Outdoors Inc - Class A,2023-12-07,2023-09-30,-0.32,USD
3167,SGMA,Sigmatron International Inc,2023-12-07,2023-10-31,,USD
1681,HCP,HashiCorp Inc - Class A,2023-12-07,2023-10-31,-0.04,USD
2267,MEI,Methode Electronics Inc,2023-12-07,2023-11-30,0.4433,USD
3957,ZUMZ,Zumiez Inc,2023-12-07,2023-11-30,0.2867,USD
3586,TSPG,TSPG,2023-12-07,2023-10-31,,USD
688,CBWBF,CBWBF,2023-12-08,2023-10-31,,USD
976,CURV,Torrid Holdings Inc,2023-12-08,2023-10-31,-0.05,USD
3214,SKHSY,SKHSY,2023-12-08,2023-10-31,0.4374,JPY
2225,MAYS,J.W. Mays Inc,2023-12-08,2023-10-31,0,USD
1570,GKPRF,GKPRF,2023-12-09,2023-11-30,,CAD
790,CLEV,CLEV,2023-12-09,2023-10-31,,USD
2795,PIXY,ShiftPixy Inc,2023-12-10,2023-11-30,-0.61,USD
2485,NHAWF,NHAWF,2023-12-11,2023-10-31,,CAD
3209,SJ,Scienjoy Holding Corporation - Class A,2023-12-11,2023-09-30,,CNY
280,ASPU,ASPU,2023-12-11,2023-10-31,-0.07,USD
215,APGI,APGI,2023-12-11,2023-09-30,0,USD
1368,FFLWF,FFLWF,2023-12-11,2023-10-31,,CAD
2988,RFL,Rafael Holdings Inc - Class B,2023-12-11,2023-10-31,,USD
2526,NOTV,Inotiv Inc,2023-12-11,2023-09-30,-0.33,USD
2448,NCPL,Netcapital Inc,2023-12-11,2023-10-31,0.01,USD
1442,FRBK,Republic First Bancorp Inc,2023-12-11,2023-09-30,-0.06,USD
2213,MAMA,Mama`s Creations Inc,2023-12-11,2023-10-31,0.04,USD
2272,MEQYF,MEQYF,2023-12-11,2023-09-30,,USD
2819,PMCB,PharmaCyte Biotech Inc,2023-12-11,2023-10-31,-0.08,USD
421,BCKMF,BCKMF,2023-12-11,2023-10-31,,CAD
504,BLBD,Blue Bird Corp,2023-12-11,2023-09-30,0.48,USD
3796,WAKE,WAKE,2023-12-11,2023-09-30,,USD
3822,WFICF,WFICF,2023-12-11,2023-10-31,,CAD
2805,PLAB,Photronics Inc,2023-12-11,2023-10-31,0.53,USD
2514,NMTC,NeuroOne Medical Technologies Corp,2023-12-11,2023-09-30,-0.17,USD
620,BWTL,BWTL,2023-12-11,2023-10-31,,USD
3691,VALU,Value Line Inc,2023-12-11,2023-10-31,,USD
2335,MMMB,MMMB,2023-12-11,2023-10-31,0.045,USD
2302,MIND,MIND Technology Inc,2023-12-11,2023-10-31,-0.2,USD
1027,DAKT,Daktronics Inc,2023-12-11,2023-11-30,0.13,USD
1086,DLNG,Dynagas LNG Partners LP,2023-12-11,2023-09-30,0.11,USD
880,COUP,COUP,2023-12-11,2023-10-31,,USD
3792,VZLA,Vizsla Silver Corp,2023-12-11,2023-10-31,-0.0124,CAD
3724,VIRC,Virco Manufacturing Corp,2023-12-11,2023-10-31,0.39,USD
1134,DTEAF,DTEAF,2023-12-11,2023-09-30,,CAD
1135,DTEAF,DTEAF,2023-12-11,2023-10-31,,CAD
355,AXR,AMREP Corp,2023-12-11,2023-10-31,,USD
583,BRZE,Braze Inc - Class A,2023-12-11,2023-10-31,-0.13,USD
25,ABM,ABM Industries Inc,2023-12-11,2023-10-31,0.92,USD
1981,JPPYY,JPPYY,2023-12-11,2023-09-30,,CNY
3738,VNCE,Vince Holding Corp,2023-12-11,2023-11-30,0.2316,USD
374,AZRE,AZRE,2023-12-11,2023-09-30,0.1321,INR
927,CSBR,Champions Oncology Inc,2023-12-11,2023-10-31,-0.17,USD
2386,MSB,Mesabi Trust,2023-12-11,2023-10-31,,USD
1133,DTEA,DTEA,2023-12-11,2023-11-30,,CAD
1260,EPIX,Essa Pharma Inc,2023-12-11,2023-09-30,-0.22,USD
1532,GEHI,Gravitas Education Holdings Inc,2023-12-11,2023-09-30,,USD
1975,JOAN,JOANN Inc,2023-12-11,2023-10-31,-0.21,USD
2611,OCGSF,OCGSF,2023-12-11,2023-11-30,,CAD
234,ARAT,ARAT,2023-12-11,2023-10-31,,USD
3940,ZDGE,Zedge Inc - Class B,2023-12-11,2023-10-31,-0.1,USD
2669,ORCL,Oracle Corp,2023-12-11,2023-11-30,1.32,USD
2608,OCCI,OFS Credit Company Inc,2023-12-11,2023-10-31,0.29,USD
2616,ODC,Oil-Dri Corp Of America,2023-12-11,2023-10-31,,USD
3363,STRM,Streamline Health Solutions Inc,2023-12-12,2023-10-31,-0.04,USD
800,CLSK,Cleanspark Inc,2023-12-12,2023-09-30,-0.13,USD
2162,LPTV,Loop Media Inc,2023-12-12,2023-09-30,-0.1267,USD
2982,REVG,REV Group Inc,2023-12-12,2023-10-31,0.34,USD
2804,PL,Planet Labs PBC - Class A,2023-12-12,2023-10-31,-0.08,USD
3559,TRRVF,TRRVF,2023-12-12,2023-09-30,,CAD
1917,ISSC,Innovative Solutions And Support Inc,2023-12-12,2023-09-30,0.09,USD
2725,PBMLF,PBMLF,2023-12-12,2023-10-31,,CAD
256,ARQQ,Arqit Quantum Inc,2023-12-12,2023-09-30,,USD
2901,PURE,PURE,2023-12-12,2023-10-31,,USD
3455,TEUFF,TEUFF,2023-12-12,2023-09-30,0,USD
2665,OPTT,Ocean Power Technologies - Reg S,2023-12-12,2023-10-31,,USD
471,BIBLF,BIBLF,2023-12-12,2023-10-31,,USD
3667,UROY,Uranium Royalty Corp,2023-12-12,2023-10-31,,CAD
2455,NDSN,Nordson Corp,2023-12-12,2023-10-31,2.39,USD
1675,HBPCF,HBPCF,2023-12-12,2023-10-31,,CAD
1022,CZMWY,CZMWY,2023-12-12,2023-09-30,0.6857,EUR
1830,IHT,Innsuites Hospitality Trust,2023-12-12,2023-10-31,,USD
1790,IBATF,IBATF,2023-12-12,2023-10-31,,CAD
3433,TCCO,TCCO,2023-12-12,2023-09-30,,USD
2100,LEN,Lennar Corp - Class A,2023-12-12,2023-11-30,4.6,USD
281,ASRE,ASRE,2023-12-12,2023-11-30,,USD
208,APDN,Applied Dna Sciences Inc,2023-12-12,2023-09-30,-0.27,USD
3437,TCLAF,TCLAF,2023-12-12,2023-10-31,0.45,CAD
1399,FLNC,Fluence Energy Inc - Class A,2023-12-12,2023-09-30,-0.06,USD
3003,RICK,RCI Hospitality Holdings Inc,2023-12-12,2023-09-30,1.13,USD
2586,NWVCF,NWVCF,2023-12-13,2023-09-30,,CAD
1009,CXXIF,CXXIF,2023-12-13,2023-10-31,,USD
847,CNOBF,CNOBF,2023-12-13,2023-10-31,,CAD
1948,JBL,Jabil Inc,2023-12-13,2023-11-30,2.63,USD
2859,PRKA,PRKA,2023-12-13,2023-09-30,,USD
3056,RSKIA,RSKIA,2023-12-13,2023-10-31,,USD
1698,HEXO,HEXO,2023-12-13,2023-10-31,,CAD
3382,SUWN,SUWN,2023-12-13,2023-10-31,0,USD
1280,ESOA,Energy Services of America Corp,2023-12-13,2023-09-30,0.09,USD
1231,EMLAF,EMLAF,2023-12-13,2023-10-31,,CAD
298,ATGN,ATGN,2023-12-13,2023-09-30,,USD
2588,NX,Quanex Building Products Corp,2023-12-13,2023-10-31,0.7,USD
1643,GTIM,Good Times Restaurants Inc,2023-12-13,2023-09-30,,USD
2124,LIVE,Live Ventures Inc,2023-12-13,2023-09-30,1.43,USD
608,BUKS,BUKS,2023-12-13,2023-10-31,,USD
52,ADBE,Adobe Inc,2023-12-13,2023-11-30,4.14,USD
2101,LEN-B,Lennar Corp - Class B,2023-12-13,2023-11-30,4.6,USD
2955,RCAT,Red Cat Holdings Inc,2023-12-13,2023-10-31,-0.07,USD
1524,GDSI,GDSI,2023-12-13,2023-09-30,,USD
3524,TOBAF,TOBAF,2023-12-13,2023-10-31,,CAD
1204,EGHSF,EGHSF,2023-12-13,2023-10-31,,CAD
3118,SCHL,Scholastic Corp,2023-12-13,2023-11-30,2.65,USD
3115,SBWFF,SBWFF,2023-12-13,2023-10-31,,CAD
1085,DLMAF,DLMAF,2023-12-13,2023-10-31,,CAD
3623,UBA,UBA,2023-12-13,2023-10-31,0.216,USD
3522,TOBAD,TOBAD,2023-12-13,2023-10-31,,CAD
